year	round	pick	player	position	school	allstar_appearance	allstar_by_school	draft_picks
2007	1	5	Green, Jeff	SF	Georgetown	0	0	1
2007	1	6	Yi, Jianlian	PF	Guangdong Southern Tigers	0	0	1
2007	1	7	Brewer, Corey	SF	Florida	0	0	1
2007	1	8	Wright, Brandan	PF	North Carolina	0	0	1
2007	1	9	Noah, Joakim	C	Florida	2	1	1
2007	1	10	Hawes, Spencer	C	Washington	0	0	1
2007	1	11	Law, Acie	PG	Texas A&M	0	0	1
2007	1	12	Young, Thaddeus	PF	Georgia Tech	0	0	1
2007	1	13	Wright, Julian	SF	Kansas	0	0	1
2007	1	14	Thornton, Al	SF	Florida State	0	0	1
2007	1	15	Stuckey, Rodney	SG	Eastern Washington	0	0	1
2007	1	16	Young, Nick	SG	USC	0	0	1
2007	1	17	Williams, Sean	PF	Boston College	0	0	1
2007	1	18	Belinelli, Marco	SG	Fortitudo Bologna	0	0	1
2007	1	19	Crittenton, Javaris	PG	Georgia Tech	0	0	1
2007	1	20	Smith, Jason	PF	Colorado State	0	0	1
2007	1	21	Cook, Daequan	SG	Ohio State	0	0	1
2007	1	22	Dudley, Jared	SF	Boston College	0	0	1
2007	1	23	Chandler, Wilson	SF	DePaul	0	0	1
2007	1	24	Fernández, Rudy	SG	Joventut Badalona	0	0	1
2007	1	25	Almond, Morris	SG	Rice	0	0	1
2007	1	26	Brooks, Aaron	PG	Oregon	0	0	1
2007	1	27	Afflalo, Arron	SG	UCLA	0	0	1
2007	1	28	Splitter, Tiago	C	TAU Cerámica	0	0	1
2007	1	29	Tucker, Alando	SF	Wisconsin	0	0	1
2007	1	30	Koponen, Petteri	SG	Tapiolan Honka	0	0	1
2007	2	31	Landry, Carl	PF	Purdue	0	0	1
2007	2	32	Pruitt, Gabe	PG	USC	0	0	1
2007	2	33	Williams, Marcus	SF	Arizona	0	0	1
2007	2	34	Fazekas, Nick	PF	Nevada	0	0	1
2007	2	35	Davis, Glen	PF	LSU	0	0	1
2007	2	36	Davidson, Jermareo	PF	Alabama	0	0	1
2007	2	37	McRoberts, Josh	PF	Duke	0	0	1
2007	2	38	Fesenko, Kyrylo	C	SK Cherkassy	0	0	1
2007	2	39	Barać, Stanko	C	Široki Brijeg	0	0	1
2007	2	40	Sun, Yue	SF	Beijing Olympians	0	0	1
2007	2	41	Richard, Chris	PF	Florida	0	0	1
2007	2	42	Byars, Derrick	SG	Vanderbilt	0	0	1
2007	2	43	Haluska, Adam	SG	Iowa	0	0	1
2007	2	44	Terry, Reyshawn	SF	North Carolina	0	0	1
2007	2	45	Jordan, Jared	PG	Marist	0	0	1
2007	2	46	Lasme, Stephane	PF	Massachusetts	0	0	1
2007	2	47	McGuire, Dominic	SF	Fresno State	0	0	1
2007	2	48	Gasol, Marc	C	Akasvayu Girona	3	1	1
2007	2	49	Gray, Aaron	C	Pittsburgh	0	0	1
2007	2	50	Seibutis, Renaldas	SG	Maroussi	0	0	1
2007	2	51	Curry, JamesOn	PG	Oklahoma State	0	0	1
2007	2	52	Green, Taurean	PG	Florida	0	0	1
2007	2	53	Nichols, Demetris	SF	Syracuse	0	0	1
2007	2	54	Newley, Brad	SF	Townsville Crocodiles	0	0	1
2007	2	55	Hill, Herbert	PF	Providence	0	0	1
2007	2	56	Sessions, Ramon	PG	Nevada	0	0	1
2007	2	57	Mejia, Sammy	SG	DePaul	0	0	1
2007	2	58	Printezis, Giorgos	PF	Olympia Larissa	0	0	1
2007	2	59	Strawberry, D.J.	PG	Maryland	0	0	1
2007	2	60	Raković, Milovan	C	Mega Ishrana	0	0	1
2008	1	1	Rose, Derrick	PG	Memphis	3	1	1
2008	1	2	Beasley, Michael	PF	Kansas State	0	0	1
2008	1	3	Mayo, O. J.	SG	USC	0	0	1
2008	1	4	Westbrook, Russell	PG	UCLA	8	1	1
2008	1	5	Love, Kevin	PF	UCLA	5	1	1
2008	1	6	Gallinari, Danilo	SF	Olimpia Milano	0	0	1
2008	1	7	Gordon, Eric	SG	Indiana	0	0	1
2008	1	8	Alexander, Joe	SF	West Virginia	0	0	1
2008	1	9	Augustin, D. J.	PG	Texas	0	0	1
2008	1	10	Lopez, Brook	C	Stanford	1	1	1
2008	1	11	Bayless, Jerryd	PG	Arizona	0	0	1
2008	1	12	Thompson, Jason	PF	Rider	0	0	1
2008	1	13	Rush, Brandon	SG	Kansas	0	0	1
2008	1	14	Randolph, Anthony	PF	LSU	0	0	1
2008	1	15	Lopez, Robin	C	Stanford	0	0	1
2008	1	16	Speights, Marreese	PF	Florida	0	0	1
2008	1	17	Hibbert, Roy	C	Georgetown	2	1	1
2008	1	18	McGee, Javale	C	Nevada	0	0	1
2008	1	19	Hickson, J. J.	PF	NC State	0	0	1
2008	1	20	Ajinça, Alexis	C	Hyères-Toulon	0	0	1
2008	1	21	Anderson, Ryan	PF	California	0	0	1
2008	1	22	Lee, Courtney	SG	Western Kentucky	0	0	1
2008	1	23	Koufos, Kosta	C	Ohio State	0	0	1
2008	1	24	Ibaka, Serge	PF	L'Hospitalet	0	0	1
2008	1	25	Batum, Nicolas	SF	Le Mans	0	0	1
2008	1	26	Hill, George	PG	IUPUI	0	0	1
2008	1	27	Arthur, Darrell	PF	Kansas	0	0	1
2008	1	28	Greene, Donté	SF	Syracuse	0	0	1
2008	1	29	White, D. J.	PF	Indiana	0	0	1
2008	1	30	Giddens, J. R.	SG	New Mexico	0	0	1
2008	2	31	Peković, Nikola	C	Panathinaikos	0	0	1
2008	2	32	Sharpe, Walter	PF	UAB	0	0	1
2008	2	33	Dorsey, Joey	PF	Memphis	0	0	1
2008	2	34	Chalmers, Mario	PG	Kansas	0	0	1
2008	2	35	Jordan, DeAndre	C	Texas A&M	1	1	1
2008	2	36	Aşık, Ömer	C	Fenerbahçe Ülker	0	0	1
2008	2	37	Mbah a Moute, Luc	SF	UCLA	0	0	1
2008	2	38	Weaver, Kyle	SG	Washington State	0	0	1
2008	2	39	Weems, Sonny	SG	Arkansas	0	0	1
2008	2	40	Douglas-Roberts, Chris	SG	Memphis	0	0	1
2008	2	41	Jawai, Nathan	PF	Cairns Taipans	0	0	1
2008	2	42	Singletary, Sean	PG	Virginia	0	0	1
2008	2	43	Ewing, Jr., Patrick	SF	Georgetown	0	0	1
2008	2	44	Tomić, Ante	C	KK Zagreb	0	0	1
2008	2	45	Dragić, Goran	PG	Union Olimpija	1	1	1
2008	2	46	Plaisted, Trent	PF	BYU	0	0	1
2008	2	47	Walker, Bill	SG	Kansas State	0	0	1
2008	2	48	Hairston, Malik	SG	Oregon	0	0	1
2008	2	49	Hendrix, Richard	PF	Alabama	0	0	1
2008	2	50	Hardin, DeVon	C	California	0	0	1
2008	2	51	Foster, Shan	SG	Vanderbilt	0	0	1
2008	2	52	Jackson, Darnell	PF	Kansas	0	0	1
2008	2	53	Dragićević, Tadija	PF	Red Star Belgrade	0	0	1
2008	2	54	Leunen, Maarty	PF	Oregon	0	0	1
2008	2	55	Taylor, Mike	PG	Idaho Stampede	0	0	1
2008	2	56	Kaun, Sasha	C	Kansas	0	0	1
2008	2	57	Gist, James	PF	Maryland	0	0	1
2008	2	58	Crawford, Joe	SG	Kentucky	0	0	1
2008	2	59	Washington, Deron	SF	Virginia Tech	0	0	1
2008	2	60	Erden, Semih	C	Fenerbahçe Ülker	0	0	1
2009	1	1	Griffin, Blake	PF	Oklahoma	6	1	1
2009	1	2	Thabeet, Hasheem	C	Connecticut	0	0	1
2009	1	3	Harden, James	SG	Arizona State	7	1	1
2009	1	4	Evans, Tyreke	SG	Memphis	0	0	1
2009	1	5	Rubio, Ricky	PG	DKV Joventut	0	0	1
2009	1	6	Flynn, Jonny	PG	Syracuse	0	0	1
2009	1	7	Curry, Stephen	PG	Davidson	6	1	1
2009	1	8	Hill, Jordan	PF	Arizona	0	0	1
2009	1	9	DeRozan, DeMar	SG	USC	4	1	1
2009	1	10	Jennings, Brandon	PG	Lottomatica Roma	0	0	1
2009	1	11	Williams, Terrence	SG	Louisville	0	0	1
2009	1	12	Henderson, Gerald	SG	Duke	0	0	1
2009	1	13	Hansbrough, Tyler	PF	North Carolina	0	0	1
2009	1	14	Clark, Earl	SF	Louisville	0	0	1
2009	1	15	Daye, Austin	SF	Gonzaga	0	0	1
2009	1	16	Johnson, James	SF	Wake Forest	0	0	1
2009	1	17	Holiday, Jrue	PG	UCLA	1	1	1
2009	1	18	Lawson, Ty	PG	North Carolina	0	0	1
2009	1	19	Teague, Jeff	PG	Wake Forest	1	1	1
2009	1	20	Maynor, Eric	PG	VCU	0	0	1
2009	1	21	Collison, Darren	PG	UCLA	0	0	1
2009	1	22	Claver, Víctor	SF	Pamesa Valencia	0	0	1
2009	1	23	Casspi, Omri	SF	Maccabi Tel Aviv	0	0	1
2009	1	24	Mullens, Byron	C	Ohio State	0	0	1
2009	1	25	Beaubois, Rodrigue	PG	Cholet	0	0	1
2009	1	26	Gibson, Taj	PF	USC	0	0	1
2009	1	27	Carroll, DeMarre	SF	Missouri	0	0	1
2009	1	28	Ellington, Wayne	SG	North Carolina	0	0	1
2009	1	29	Douglas, Toney	PG	Florida State	0	0	1
2009	1	30	Eyenga, Christian	SF	CB Prat	0	0	1
2009	2	31	Pendergraph, Jeff	PF	Arizona State	0	0	1
2009	2	32	Taylor, Jermaine	SG	Central Florida	0	0	1
2009	2	33	Cunningham, Dante	PF	Villanova	0	0	1
2009	2	34	Llull, Sergio	PG	Real Madrid	0	0	1
2009	2	35	Summers, DaJuan	PF	Georgetown	0	0	1
2009	2	36	Young, Sam	SF	Pittsburgh	0	0	1
2009	2	37	Blair, DeJuan	PF	Pittsburgh	0	0	1
2009	2	38	Brockman, Jon	PF	Washington	0	0	1
2009	2	39	Jerebko, Jonas	PF	Angelico Biella	0	0	1
2009	2	40	Brown, Derrick	SF	Xavier	0	0	1
2009	2	41	Meeks, Jodie	SG	Kentucky	0	0	1
2009	2	42	Beverley, Patrick	PG	Arkansas	0	0	1
2009	2	43	Thornton, Marcus	SG	LSU	0	0	1
2009	2	44	Budinger, Chase	SF	Arizona	0	0	1
2009	2	45	Calathes, Nick	PG	Florida	0	0	1
2009	2	46	Green, Danny	SF	North Carolina	0	0	1
2009	2	47	Norel, Henk	PF	DKV Joventut	0	0	1
2009	2	48	Griffin, Taylor	SF	Oklahoma	0	0	1
2009	2	49	Gladyr, Sergiy	SG	MBC Mykolaiv	0	0	1
2009	2	50	Suton, Goran	C	Michigan State	0	0	1
2009	2	51	McClinton, Jack	SG	Miami (FL)	0	0	1
2009	2	52	Price, A. J.	PG	Connecticut	0	0	1
2009	2	53	de Colo, Nando	PG	Cholet	0	0	1
2009	2	54	Vaden, Robert	SG	UAB	0	0	1
2009	2	55	Mills, Patty	PG	Saint Mary's	0	0	1
2009	2	56	Nivins, Ahmad	PF	Saint Joseph's	0	0	1
2009	2	57	Preldžič, Emir	PF	Fenerbahçe Ülker	0	0	1
2009	2	58	Hudson, Lester	PG	Tennessee-Martin	0	0	1
2009	2	59	Elonu, Chinemelu	PF	Texas A&M	0	0	1
2009	2	60	Dozier, Robert	SF	Memphis	0	0	1
2010	1	1	Wall, John	PG	Kentucky	5	1	1
2010	1	2	Turner, Evan	SF/SG	Ohio State	0	0	1
2010	1	3	Favors, Derrick	PF	Georgia Tech	0	0	1
2010	1	4	Johnson, Wesley	SF	Syracuse	0	0	1
2010	1	5	Cousins, DeMarcus	C	Kentucky	4	1	1
2010	1	6	Udoh, Ekpe	C	Baylor	0	0	1
2010	1	7	Monroe, Greg	PF	Georgetown	0	0	1
2010	1	8	Aminu, Al-Farouq	SF	Wake Forest	0	0	1
2010	1	9	Hayward, Gordon	SF	Butler	1	1	1
2010	1	10	George, Paul	SF	Fresno State	6	1	1
2010	1	11	Aldrich, Cole	C	Kansas	0	0	1
2010	1	12	Henry, Xavier	SG	Kansas	0	0	1
2010	1	13	Davis, Ed	PF	North Carolina	0	0	1
2010	1	14	Patterson, Patrick	PF	Kentucky	0	0	1
2010	1	15	Sanders, Larry	C	VCU	0	0	1
2010	1	16	Babbitt, Luke	SF	Nevada	0	0	1
2010	1	17	Séraphin, Kévin	PF	Cholet Basket	0	0	1
2010	1	18	Bledsoe, Eric	PG	Kentucky	0	0	1
2010	1	19	Bradley, Avery	SG	Texas	0	0	1
2010	1	20	Anderson, James	SG	Oklahoma State	0	0	1
2010	1	21	Brackins, Craig	PF	Iowa State	0	0	1
2010	1	22	Williams, Elliot	SG	Memphis	0	0	1
2010	1	23	Booker, Trevor	PF	Clemson	0	0	1
2010	1	24	James, Damion	SF	Texas	0	0	1
2010	1	25	Jones, Dominique	SG	USF	0	0	1
2010	1	26	Pondexter, Quincy	SF	Washington	0	0	1
2010	1	27	Crawford, Jordan	SG	Xavier	0	0	1
2010	1	28	Vásquez, Greivis	PG	Maryland	0	0	1
2010	1	29	Orton, Daniel	C	Kentucky	0	0	1
2010	1	30	Hayward, Lazar	SF	Marquette	0	0	1
2010	2	31	Pleiß, Tibor	C	Brose Bamberg	0	0	1
2010	2	32	Pittman, Dexter	C	Texas	0	0	1
2010	2	33	Whiteside, Hassan	C	Marshall	0	0	1
2010	2	34	Johnson, Armon	PG	Nevada	0	0	1
2010	2	35	Bjelica, Nemanja	SF	Red Star Belgrade	0	0	1
2010	2	36	White, Terrico	SG	Ole Miss	0	0	1
2010	2	37	Hobson, Darington	SF	New Mexico	0	0	1
2010	2	38	Rautins, Andy	SG	Syracuse	0	0	1
2010	2	39	Fields, Landry	SG	Stanford	0	0	1
2010	2	40	Stephenson, Lance	SG	Cincinnati	0	0	1
2010	2	41	Varnado, Jarvis	PF	Mississippi State	0	0	1
2010	2	42	Butler, Da'Sean	SF	West Virginia	0	0	1
2010	2	43	Ebanks, Devin	SF	West Virginia	0	0	1
2010	2	44	Jordan, Jerome	C	Tulsa	0	0	1
2010	2	45	Prestes, Paulão	C	CB Murcia	0	0	1
2010	2	46	Lawal, Gani	PF	Georgia Tech	0	0	1
2010	2	47	Gallon, Tiny	PF	Oklahoma	0	0	1
2010	2	48	Williams, Latavious	SF	Tulsa 66ers	0	0	1
2010	2	49	Richards, Ryan	PF	CB Gran Canaria	0	0	1
2010	2	50	Alabi, Solomon	C	Florida State	0	0	1
2010	2	51	Rolle, Magnum	PF	Louisiana Tech	0	0	1
2010	2	52	Harangody, Luke	PF	Notre Dame	0	0	1
2010	2	53	Sy, Pape	SF	STB Le Havre	0	0	1
2010	2	54	Warren, Willie	PG	Oklahoma	0	0	1
2010	2	55	Evans, Jeremy	PF	WKU	0	0	1
2010	2	56	Ndiaye, Hamady	C	Rutgers	0	0	1
2010	2	57	Reid, Ryan	PF	Florida State	0	0	1
2010	2	58	Caracter, Derrick	PF	UTEP	0	0	1
2010	2	59	Robinson, Stanley	SF	Connecticut	0	0	1
2010	2	60	Collins, Dwayne	PF	Miami	0	0	1
2011	1	1	Irving, Kyrie	PG	Duke	6	1	1
2011	1	2	Williams, Derrick	SF/PF	Arizona	0	0	1
2011	1	3	Kanter, Enes	C	Kentucky	0	0	1
2011	1	4	Thompson, Tristan	C/PF	Texas	0	0	1
2011	1	5	Valančiūnas, Jonas	C	Lietuvos rytas Vilnius	0	0	1
2011	1	6	Veselý, Jan	PF	Partizan Belgrade	0	0	1
2011	1	7	Biyombo, Bismack	C	Fuenlabrada	0	0	1
2011	1	8	Knight, Brandon	PG	Kentucky	0	0	1
2011	1	9	Walker, Kemba	PG	Connecticut	3	1	1
2011	1	10	Fredette, Jimmer	PG/SG	BYU	0	0	1
2011	1	11	Thompson, Klay	SG	Washington State	5	1	1
2011	1	12	Burks, Alec	SG	Colorado	0	0	1
2011	1	13	Morris, Markieff	PF	Kansas	0	0	1
2011	1	14	Morris, Marcus	PF/SF	Kansas	0	0	1
2011	1	15	Leonard, Kawhi	SF	San Diego State	3	1	1
2011	1	16	Vučević, Nikola	C	USC	1	1	1
2011	1	17	Shumpert, Iman	SG	Georgia Tech	0	0	1
2011	1	18	Singleton, Chris	SF	Florida State	0	0	1
2011	1	19	Harris, Tobias	SF	Tennessee	0	0	1
2011	1	20	Motiejūnas, Donatas	PF	Benetton Treviso	0	0	1
2011	1	21	Smith, Nolan	PG	Duke	0	0	1
2011	1	22	Faried, Kenneth	PF	Morehead State	0	0	1
2011	1	23	Mirotić, Nikola	PF	Real Madrid	0	0	1
2011	1	24	Jackson, Reggie	PG	Boston College	0	0	1
2011	1	25	Brooks, MarShon	SG	Providence	0	0	1
2011	1	26	Hamilton, Jordan	SG	Texas	0	0	1
2011	1	27	Johnson, JaJuan	PF	Purdue	0	0	1
2011	1	28	Cole, Norris	PG	Cleveland State	0	0	1
2011	1	29	Joseph, Cory	PG	Texas	0	0	1
2011	1	30	Butler, Jimmy	SG	Marquette	4	1	1
2011	2	31	Bogdanović, Bojan	SF/SG	Cibona Zagreb	0	0	1
2011	2	32	Harper, Justin	PF	Richmond	0	0	1
2011	2	33	Singler, Kyle	SF	Duke	0	0	1
2011	2	34	Mack, Shelvin	PG	Butler	0	0	1
2011	2	35	Honeycutt, Tyler	SF	UCLA	0	0	1
2011	2	36	Williams, Jordan	PF	Maryland	0	0	1
2011	2	37	Thompkins, Trey	PF	Georgia	0	0	1
2011	2	38	Parsons, Chandler	SF	Florida	0	0	1
2011	2	39	Tyler, Jeremy	PF	Tokyo Apache	0	0	1
2011	2	40	Leuer, Jon	PF	Wisconsin	0	0	1
2011	2	41	Morris, Darius	PG	Michigan	0	0	1
2011	2	42	Bertāns, Dāvis	SF	Union Olimpija	0	0	1
2011	2	43	Lee, Malcolm	SG	UCLA	0	0	1
2011	2	44	Jenkins, Charles	PG	Hofstra	0	0	1
2011	2	45	Harrellson, Josh	C	Kentucky	0	0	1
2011	2	46	Goudelock, Andrew	PG	College of Charleston	0	0	1
2011	2	47	Leslie, Travis	SG	Georgia	0	0	1
2011	2	48	Benson, Keith	C	Oakland	0	0	1
2011	2	49	Selby, Josh	PG	Kansas	0	0	1
2011	2	50	Allen, Lavoy	PF	Temple	0	0	1
2011	2	51	Diebler, Jon	SG	Ohio State	0	0	1
2011	2	52	Macklin, Vernon	PF	Florida	0	0	1
2011	2	53	Liggins, DeAndre	SG	Kentucky	0	0	1
2011	2	54	Macvan, Milan	PF	Maccabi Tel Aviv	0	0	1
2011	2	55	Moore, Etwaun	SG	Purdue	0	0	1
2011	2	56	Maduabum, Chukwudiebere	PF	Bakersfield Jam	0	0	1
2011	2	57	Ngombo, Tanguy	SF	Al Rayyan	0	0	1
2011	2	58	Majok, Ater	PF	Gold Coast Blaze	0	0	1
2011	2	59	Hanga, Ádám	SG	Albacomp	0	0	1
2011	2	60	Thomas, Isaiah	PG	Washington	2	1	1
2012	1	1	Davis, Anthony	PF/C	Kentucky	6	1	1
2012	1	2	Kidd-Gilchrist, Michael	SF	Kentucky	0	0	1
2012	1	3	Beal, Bradley	SG	Florida	2	1	1
2012	1	4	Waiters, Dion	SG	Syracuse	0	0	1
2012	1	5	Robinson, Thomas	PF	Kansas	0	0	1
2012	1	6	Lillard, Damian	PG	Weber St.	4	1	1
2012	1	7	Barnes, Harrison	SF	North Carolina	0	0	1
2012	1	8	Ross, Terrence	SG	Washington	0	0	1
2012	1	9	Drummond, Andre	C	Connecticut	2	1	1
2012	1	10	Rivers, Austin	SG	Duke	0	0	1
2012	1	11	Leonard, Meyers	C	Illinois	0	0	1
2012	1	12	Lamb, Jeremy	SG	Connecticut	0	0	1
2012	1	13	Marshall, Kendall	PG	North Carolina	0	0	1
2012	1	14	Henson, John	PF	North Carolina	0	0	1
2012	1	15	Harkless, Maurice	SF	St. John's	0	0	1
2012	1	16	White, Royce	PF	Iowa St.	0	0	1
2012	1	17	Zeller, Tyler	C	North Carolina	0	0	1
2012	1	18	Jones, Terrence	PF	Kentucky	0	0	1
2012	1	19	Nicholson, Andrew	PF	St. Bonaventure	0	0	1
2012	1	20	Fournier, Evan	SG	Poitiers Basket	0	0	1
2012	1	21	Sullinger, Jared	PF	Ohio St.	0	0	1
2012	1	22	Melo, Fab	C	Syracuse	0	0	1
2012	1	23	Jenkins, John	SG	Vanderbilt	0	0	1
2012	1	24	Cunningham, Jared	SG	Oregon St.	0	0	1
2012	1	25	Wroten, Tony	PG	Washington	0	0	1
2012	1	26	Plumlee, Miles	C	Duke	0	0	1
2012	1	27	Moultrie, Arnett	PF	Mississippi St.	0	0	1
2012	1	28	Jones III, Perry	SF	Baylor	0	0	1
2012	1	29	Teague, Marquis	PG	Kentucky	0	0	1
2012	1	30	Ezeli, Festus	C	Vanderbilt	0	0	1
2012	2	31	Taylor, Jeffery	SF	Vanderbilt	0	0	1
2012	2	32	Satoranský, Tomáš	SG	Banca Cívica Sevilla	0	0	1
2012	2	33	James, Bernard	C	Florida St.	0	0	1
2012	2	34	Crowder, Jae	SF	Marquette	0	0	1
2012	2	35	Green, Draymond	PF	Michigan St.	3	1	1
2012	2	36	Johnson, Orlando	SG	UC Santa Barbara	0	0	1
2012	2	37	Acy, Quincy	PF	Baylor	0	0	1
2012	2	38	Miller, Quincy	SF	Baylor	0	0	1
2012	2	39	Middleton, Khris	SF	Texas A&M	1	1	1
2012	2	40	Barton, Will	SG	Memphis	0	0	1
2012	2	41	Taylor, Tyshawn	PG	Kansas	0	0	1
2012	2	42	Lamb, Doron	SG	Kentucky	0	0	1
2012	2	43	Scott, Mike	PF	Virginia	0	0	1
2012	2	44	English, Kim	SG	Missouri	0	0	1
2012	2	45	Hamilton, Justin	C	LSU	0	0	1
2012	2	46	Miller, Darius	SF	Kentucky	0	0	1
2012	2	47	Murphy, Kevin	SG	Tennessee Tech	0	0	1
2012	2	48	Papanikolaou, Kostas	SF	Olympiacos	0	0	1
2012	2	49	O'Quinn, Kyle	PF	Norfolk St.	0	0	1
2012	2	50	Turkyilmaz, Izzet	PF	Banvit	0	0	1
2012	2	51	Joseph, Kris	SF	Syracuse	0	0	1
2012	2	52	Kuzmić, Ognjen	C	Clinicas Rincón	0	0	1
2012	2	53	Aldemir, Furkan	PF	Galatasaray	0	0	1
2012	2	54	Shengelia, Tornike	SF	Spirou Charleroi	0	0	1
2012	2	55	Johnson-Odom, Darius	SG	Marquette	0	0	1
2012	2	56	Zubčić, Tomislav	PF	Cibona Zagreb	0	0	1
2012	2	57	Karaman, İlkan	PF	Pınar Karşıyaka	0	0	1
2012	2	58	Hummel, Robbie	SF	Purdue	0	0	1
2012	2	59	Denmon, Marcus	PG	Missouri	0	0	1
2012	2	60	Sacre, Robert	C	Gonzaga	0	0	1
2013	1	1	Bennett, Anthony	PF/SF	UNLV	0	0	1
2013	1	2	Oladipo, Victor	SG/PG	Indiana	1	1	1
2013	1	3	Porter, Otto	SF	Georgetown	0	0	1
2013	1	4	Zeller, Cody	C/PF	Indiana	0	0	1
2013	1	5	Len, Alex	C	Maryland	0	0	1
