year	round	pick	player	position	school	allstar_appearance	allstar_by_school	draft_picks
2013	1	6	Noel, Nerlens	C	Kentucky	0	0	1
2013	1	7	McLemore, Ben	SG	Kansas	0	0	1
2013	1	8	Caldwell-Pope, Kentavious	SG	Georgia	0	0	1
2013	1	9	Burke, Trey	PG	Michigan	0	0	1
2013	1	10	McCollum, C. J.	SG	Lehigh	0	0	1
2013	1	11	Carter-Williams, Michael	PG	Syracuse	0	0	1
2013	1	12	Adams, Steven	C	Pittsburgh	0	0	1
2013	1	13	Olynyk, Kelly	C	Gonzaga	0	0	1
2013	1	14	Muhammad, Shabazz	SG/SF	UCLA	0	0	1
2013	1	15	Antetokounmpo, Giannis	SF/PF	Filathlitikos	3	1	1
2013	1	16	Nogueira, Lucas	C	Estudiantes	0	0	1
2013	1	17	Schröder, Dennis	PG	Phantoms Braunschweig	0	0	1
2013	1	18	Larkin, Shane	PG	Miami (FL)	0	0	1
2013	1	19	Karasev, Sergey	SG/SF	Triumph Lyubertsy	0	0	1
2013	1	20	Snell, Tony	SF	New Mexico	0	0	1
2013	1	21	Dieng, Gorgui	C	Louisville	0	0	1
2013	1	22	Plumlee, Mason	C	Duke	0	0	1
2013	1	23	Hill, Solomon	SF	Arizona	0	0	1
2013	1	24	Hardaway Jr., Tim	SG	Michigan	0	0	1
2013	1	25	Bullock, Reggie	SF	North Carolina	0	0	1
2013	1	26	Roberson, André	SG/SF	Colorado	0	0	1
2013	1	27	Gobert, Rudy	C	Cholet Basket	0	0	1
2013	1	28	Jean-Charles, Livio	SF	ASVEL Basket	0	0	1
2013	1	29	Goodwin, Archie	SG	Kentucky	0	0	1
2013	1	30	Nedović, Nemanja	PG	Lietuvos Rytas	0	0	1
2013	2	31	Crabbe, Allen	SG	California	0	0	1
2013	2	32	Abrines, Álex	SG/SF	FC Barcelona	0	0	1
2013	2	33	Felix, Carrick	SG	Arizona State	0	0	1
2013	2	34	Canaan, Isaiah	PG	Murray State	0	0	1
2013	2	35	Rice Jr., Glen	SG	Rio Grande Valley Vipers	0	0	1
2013	2	36	McCallum Jr., Ray	PG	Detroit	0	0	1
2013	2	37	Mitchell, Tony	PF	North Texas	0	0	1
2013	2	38	Wolters, Nate	PG	South Dakota State	0	0	1
2013	2	39	Withey, Jeff	C	Kansas	0	0	1
2013	2	40	Jerrett, Grant	PF	Arizona	0	0	1
2013	2	41	Franklin, Jamaal	SG	San Diego State	0	0	1
2013	2	42	Jackson, Pierre	PG	Baylor	0	0	1
2013	2	43	Ledo, Ricky	SG	Providence	0	0	1
2013	2	44	Muscala, Mike	C	Bucknell	0	0	1
2013	2	45	Todorović, Marko	PF/C	FC Barcelona	0	0	1
2013	2	46	Green, Erick	PG	Virginia Tech	0	0	1
2013	2	47	Neto, Raul	PG	Gipuzkoa Basket	0	0	1
2013	2	48	Kelly, Ryan	PF	Duke	0	0	1
2013	2	49	Murphy, Erik	PF	Florida	0	0	1
2013	2	50	Ennis, James	SF	Long Beach State	0	0	1
2013	2	51	Osby, Romero	PF	Oklahoma	0	0	1
2013	2	52	Brown, Lorenzo	PG	NC State	0	0	1
2013	2	53	Iverson, Colton	C	Colorado State	0	0	1
2013	2	54	Kazemi, Arsalan	PF	Oregon	0	0	1
2013	2	55	Lauvergne, Joffrey	C	Partizan Belgrade	0	0	1
2013	2	56	Siva, Peyton	PG	Louisville	0	0	1
2013	2	57	Oriakhi, Alex	C	Missouri	0	0	1
2013	2	58	Thomas, Deshaun	SF	Ohio State	0	0	1
2013	2	59	Dubljević, Bojan	PF	Valencia Basket	0	0	1
2013	2	60	Timma, Jānis	SF	BK Ventspils	0	0	1
2014	1	1	Wiggins, Andrew	SF/SG	Kansas	0	0	1
2014	1	2	Parker, Jabari	SF/PF	Duke	0	0	1
2014	1	3	Embiid, Joel	C	Kansas	2	1	1
2014	1	4	Gordon, Aaron	PF	Arizona	0	0	1
2014	1	5	Exum, Dante	PG/SG	Australian Institute of Sport	0	0	1
2014	1	6	Smart, Marcus	PG	Oklahoma State	0	0	1
2014	1	7	Randle, Julius	PF	Kentucky	0	0	1
2014	1	8	Stauskas, Nik	SG	Michigan	0	0	1
2014	1	9	Vonleh, Noah	PF	Indiana	0	0	1
2014	1	10	Payton, Elfrid	PG	Louisiana–Lafayette	0	0	1
2014	1	11	McDermott, Doug	SF	Creighton	0	0	1
2014	1	12	Saric, Dario	SF/PF	Cibona Zagreb	0	0	1
2014	1	13	LaVine, Zach	SG	UCLA	0	0	1
2014	1	14	Warren, T. J.	SF	North Carolina State	0	0	1
2014	1	15	Payne, Adreian	PF	Michigan State	0	0	1
2014	1	16	Nurkić, Jusuf	C	Cedevita Zagreb	0	0	1
2014	1	17	Young, James	SG/SF	Kentucky	0	0	1
2014	1	18	Ennis, Tyler	PG	Syracuse	0	0	1
2014	1	19	Harris, Gary	SG	Michigan State	0	0	1
2014	1	20	Caboclo, Bruno	SF	EC Pinheiros	0	0	1
2014	1	21	McGary, Mitch	PF	Michigan	0	0	1
2014	1	22	Adams, Jordan	SG	UCLA	0	0	1
2014	1	23	Hood, Rodney	SG	Duke	0	0	1
2014	1	24	Napier, Shabazz	PG	Connecticut	0	0	1
2014	1	25	Capela, Clint	C	Élan Chalon	0	0	1
2014	1	26	Hairston, P. J.	SG	Texas Legends	0	0	1
2014	1	27	Bogdanović, Bogdan	SG	Partizan Belgrade	0	0	1
2014	1	28	Wilcox, C. J.	SG	Washington	0	0	1
2014	1	29	Huestis, Josh	SF/PF	Stanford	0	0	1
2014	1	30	Anderson, Kyle	SF	UCLA	0	0	1
2014	2	31	Inglis, Damien	SF	Chorale Roanne	0	0	1
2014	2	32	McDaniels, K. J.	SF	Clemson	0	0	1
2014	2	33	Harris, Joe	SG	Virginia	0	0	1
2014	2	34	Early, Cleanthony	SF	Wichita State	0	0	1
2014	2	35	Stokes, Jarnell	PF	Tennessee	0	0	1
2014	2	36	O'Bryant III, Johnny	PF	Louisiana State	0	0	1
2014	2	37	Daniels, DeAndre	SF	Connecticut	0	0	1
2014	2	38	Dinwiddie, Spencer	PG/SG	Colorado	0	0	1
2014	2	39	Grant, Jerami	SF	Syracuse	0	0	1
2014	2	40	Robinson III, Glenn	SF	Michigan	0	0	1
2014	2	41	Jokić, Nikola	PF/C	Mega Vizura	1	1	1
2014	2	42	Johnson, Nick	PG/SG	Arizona	0	0	1
2014	2	43	Tavares, Walter	C	CB Gran Canaria	0	0	1
2014	2	44	Brown, Markel	SG	Oklahoma State	0	0	1
2014	2	45	Powell, Dwight	PF	Stanford	0	0	1
2014	2	46	Clarkson, Jordan	PG	Missouri	0	0	1
2014	2	47	Smith, Russ	PG/SG	Louisville	0	0	1
2014	2	48	Patterson, Lamar	SG/SF	Pittsburgh	0	0	1
2014	2	49	Bairstow, Cameron	PF/C	New Mexico	0	0	1
2014	2	50	Brown, Alec	C	Green Bay	0	0	1
2014	2	51	Antetokounmpo, Thanasis	SF	Delaware 87ers	0	0	1
2014	2	52	Micić, Vasilije	PG	Mega Vizura	0	0	1
2014	2	53	Gentile, Alessandro	SF	Olimpia Milano	0	0	1
2014	2	54	Dangubić, Nemanja	SG	Mega Vizura	0	0	1
2014	2	55	Christon, Semaj	PG	Xavier	0	0	1
2014	2	56	Marble, Devyn	SG/SF	Iowa	0	0	1
2014	2	57	Labeyrie, Louis	PF/C	Paris-Levallois Basket	0	0	1
2014	2	58	McRae, Jordan	SG	Tennessee	0	0	1
2014	2	59	Thames, Xavier	PG/SG	San Diego State	0	0	1
2014	2	60	Jefferson, Cory	PF	Baylor	0	0	1
2015	1	1	Towns, Karl-Anthony	C	Kentucky	2	1	1
2015	1	2	Russell, D'Angelo	PG	Ohio State	1	1	1
2015	1	3	Okafor, Jahlil	C	Duke	0	0	1
2015	1	4	Porziņģis, Kristaps	PF/C	Baloncesto Sevilla	1	1	1
2015	1	5	Hezonja, Mario	SG/SF	FC Barcelona	0	0	1
2015	1	6	Cauley-Stein, Willie	C	Kentucky	0	0	1
2015	1	7	Mudiay, Emmanuel	PG	Guangdong Southern Tigers	0	0	1
2015	1	8	Johnson, Stanley	SF	Arizona	0	0	1
2015	1	9	Kaminsky, Frank	C	Wisconsin	0	0	1
2015	1	10	Winslow, Justise	SF	Duke	0	0	1
2015	1	11	Turner, Myles	C	Texas	0	0	1
2015	1	12	Lyles, Trey	PF	Kentucky	0	0	1
2015	1	13	Booker, Devin	SG	Kentucky	0	0	1
2015	1	14	Payne, Cameron	PG	Murray State	0	0	1
2015	1	15	Oubre Jr., Kelly	SG	Kansas	0	0	1
2015	1	16	Rozier, Terry	PG	Louisville	0	0	1
2015	1	17	Vaughn, Rashad	SG	UNLV	0	0	1
2015	1	18	Dekker, Sam	SF	Wisconsin	0	0	1
2015	1	19	Grant, Jerian	PG	Notre Dame	0	0	1
2015	1	20	Wright, Delon	PG	Utah	0	0	1
2015	1	21	Anderson, Justin	SF	Virginia	0	0	1
2015	1	22	Portis, Bobby	PF	Arkansas	0	0	1
2015	1	23	Hollis-Jefferson, Rondae	SF	Arizona	0	0	1
2015	1	24	Jones, Tyus	PG	Duke	0	0	1
2015	1	25	Martin, Jarell	PF	LSU	0	0	1
2015	1	26	Milutinov, Nikola	C	Partizan Belgrade	0	0	1
2015	1	27	Nance Jr., Larry	PF	Wyoming	0	0	1
2015	1	28	Hunter, R. J.	SG	Georgia State	0	0	1
2015	1	29	McCullough, Chris	PF	Syracuse	0	0	1
2015	1	30	Looney, Kevon	PF	UCLA	0	0	1
2015	2	31	Osman, Cedi	SG/SF	Anadolu Efes	0	0	1
2015	2	32	Harrell, Montrezl	PF	Louisville	0	0	1
2015	2	33	Mickey, Jordan	PF	LSU	0	0	1
2015	2	34	Brown, Anthony	SF	Stanford	0	0	1
2015	2	35	Hernangómez, Willy	C	Baloncesto Sevilla	0	0	1
2015	2	36	Christmas, Rakeem	PF/C	Syracuse	0	0	1
2015	2	37	Holmes, Richaun	SF/PF	Bowling Green	0	0	1
2015	2	38	Hilliard, Darrun	SG	Villanova	0	0	1
2015	2	39	Vaulet, Juan Pablo	SF	Estudiantes de Bahía	0	0	1
2015	2	40	Richardson, Josh	SG	Tennessee	0	0	1
2015	2	41	Connaughton, Pat	SF	Notre Dame	0	0	1
2015	2	42	Hanlan, Olivier	PG	Boston College	0	0	1
2015	2	43	Young, Joseph	PG	Oregon	0	0	1
2015	2	44	Harrison, Andrew	PG	Kentucky	0	0	1
2015	2	45	Thornton, Marcus	PG	William & Mary	0	0	1
2015	2	46	Powell, Norman	SG	UCLA	0	0	1
2015	2	47	Gudaitis, Artūras	C	Žalgiris Kaunas	0	0	1
2015	2	48	Johnson, Dakari	C	Kentucky	0	0	1
2015	2	49	White, Aaron	PF	Iowa	0	0	1
2015	2	50	Eriksson, Marcus	SG	FC Barcelona	0	0	1
2015	2	51	Harvey, Tyler	PG	Eastern Washington	0	0	1
2015	2	52	Bhamara, Satnam Singh	C	IMG Academy	0	0	1
2015	2	53	Pointer, Sir'Dominic	SF	St. John's	0	0	1
2015	2	54	Díez, Dani	SF	Gipuzkoa Basket	0	0	1
2015	2	55	Lalanne, Cady	PF	Massachusetts	0	0	1
2015	2	56	Dawson, Branden	SF	Michigan State	0	0	1
2015	2	57	Radičević, Nikola	PG	Baloncesto Sevilla	0	0	1
2015	2	58	Tokoto, J. P.	SG/SF	North Carolina	0	0	1
2015	2	59	Agravanis, Dimitrios	PF	Olympiacos	0	0	1
2015	2	60	Mitrović, Luka	PF	Red Star Belgrade	0	0	1
2016	1	1	Simmons, Ben	PF/PG	LSU	1	1	1
2016	1	2	Ingram, Brandon	SF	Duke	0	0	1
2016	1	3	Brown, Jaylen	SF/SG	California	0	0	1
2016	1	4	Bender, Dragan	PF/C	Maccabi FOX Tel Aviv	0	0	1
2016	1	5	Dunn, Kris	PG	Providence	0	0	1
2016	1	6	Hield, Buddy	SG	Oklahoma	0	0	1
2016	1	7	Murray, Jamal	SG/PG	Kentucky	0	0	1
2016	1	8	Chriss, Marquese	PF	Washington	0	0	1
2016	1	9	Poeltl	C	Utah	0	0	1
2016	1	10	Maker, Thon	PF	Orangeville Prep	0	0	1
2016	1	11	Sabonis, Domantas	PF/C	Gonzaga	0	0	1
2016	1	12	Prince, Taurean	PF	Baylor	0	0	1
2016	1	13	Papagiannis, Georgios	C	Panathinaikos	0	0	1
2016	1	14	Valentine, Denzel	SG/SF	Michigan State	0	0	1
2016	1	15	Hernangómez, Juan	SF/PF	Movistar Estudiantes	0	0	1
2016	1	16	Yabusele, Guerschon	PF	Rouen Métropole	0	0	1
2016	1	17	Baldwin IV, Wade	PG	Vanderbilt	0	0	1
2016	1	18	Ellenson, Henry	PF	Marquette	0	0	1
2016	1	19	Beasley, Malik	SG	Florida State	0	0	1
2016	1	20	LeVert, Caris	SG	Michigan	0	0	1
2016	1	21	Bembry, DeAndre'	SF	Saint Joseph's	0	0	1
2016	1	22	Richardson, Malachi	SG	Syracuse	0	0	1
2016	1	23	Žižić, Ante	C	KK Cibona	0	0	1
2016	1	24	Luwawu-Cabarrot, Timothé	SG/SF	Mega Leks	0	0	1
2016	1	25	Johnson, Brice	PF	North Carolina	0	0	1
2016	1	26	Korkmaz, Furkan	SG/SF	Anadolu Efes	0	0	1
2016	1	27	Siakam, Pascal	PF	New Mexico State	0	0	1
2016	1	28	Labissière, Skal	PF/C	Kentucky	0	0	1
2016	1	29	Murray, Dejounte	PG/SG	Washington	0	0	1
2016	1	30	Jones, Damian	C	Vanderbilt	0	0	1
2016	2	31	Davis, Deyonta	PF/C	Michigan State	0	0	1
2016	2	32	Zubac, Ivica	C	Mega Leks	0	0	1
2016	2	33	Diallo, Cheick	PF/C	Kansas	0	0	1
2016	2	34	Ulis, Tyler	PG	Kentucky	0	0	1
2016	2	35	Zagorac, Rade	SG/SF	Mega Leks	0	0	1
2016	2	36	Brogdon, Malcolm	PG/SG	Virginia	0	0	1
2016	2	37	Onuaku, Chinanu	PF/C	Louisville	0	0	1
2016	2	38	McCaw, Patrick	SG/SF	UNLV	0	0	1
2016	2	39	Michineau, David	PG	Elan !	0	0	1
2016	2	40	Stone, Diamond	C	Maryland	0	0	1
2016	2	41	Zimmerman, Stephen	PF/C	UNLV	0	0	1
2016	2	42	Whitehead, Isaiah	PG/SG	Seton Hall	0	0	1
2016	2	43	Zhou Qi,	C	Xinjiang Flying Tigers	0	0	1
2016	2	44	Cordinier, Isaia	SG	ASC Denain-Voltaire	0	0	1
2016	2	45	Jackson, Demetrius	PG	Notre Dame	0	0	1
2016	2	46	Hammons, A. J.	C	Purdue	0	0	1
2016	2	47	Layman, Jake	SF	Maryland	0	0	1
2016	2	48	Zipser, Paul	SG/SF	FC Bayern Munich	0	0	1
2016	2	49	Gbinije, Michael	SF	Syracuse	0	0	1
2016	2	50	Niang, Georges	PF	Iowa State	0	0	1
2016	2	51	Bentil, Ben	PF	Providence	0	0	1
2016	2	52	Bolomboy, Joel	PF/C	Weber State	0	0	1
2016	2	53	Cornelie, Petr	PF	Le Mans Sarthe	0	0	1
2016	2	54	Felder, Kay	PG	Oakland	0	0	1
2016	2	55	Paige, Marcus	PG	North Carolina	0	0	1
2016	2	56	Hamilton, Daniel	SG/SF	Connecticut	0	0	1
2016	2	57	Wang Zhelin,	C	Fujian Sturgeons	0	0	1
2016	2	58	Nader, Abdel	SF	Iowa State	0	0	1
2016	2	59	Cousins, Isaiah	PG/SG	Oklahoma	0	0	1
2016	2	60	Wallace, Tyrone	PG	California	0	0	1
2017	1	1	Fultz, Markelle	PG/SG	Washington	0	0	1
2017	1	2	Ball, Lonzo	PG	UCLA	0	0	1
2017	1	3	Tatum, Jayson	SF	Duke	0	0	1
2017	1	4	Jackson, Josh	SF	Kansas	0	0	1
2017	1	5	Fox, De'Aaron	PG	Kentucky	0	0	1
2017	1	6	Isaac, Jonathan	SF/PF	Florida State	0	0	1
2017	1	7	Markkanen, Lauri	PF	Arizona	0	0	1
2017	1	8	Ntilikina, Frank	PG	SIG Strasbourg	0	0	1
2017	1	9	Smith Jr., Dennis	PG	NC State	0	0	1
2017	1	10	Collins, Zach	C/PF	Gonzaga	0	0	1
2017	1	11	Monk, Malik	SG	Kentucky	0	0	1
2017	1	12	Kennard, Luke	SG	Duke	0	0	1
2017	1	13	Mitchell, Donovan	SG	Louisville	0	0	1
2017	1	14	Adebayo, Bam	PF/C	Kentucky	0	0	1
2017	1	15	Jackson, Justin	SF	North Carolina	0	0	1
2017	1	16	Patton, Justin	C	Creighton	0	0	1
2017	1	17	Wilson, D. J.	PF/SF	Michigan	0	0	1
2017	1	18	Leaf, T. J.	PF	UCLA	0	0	1
2017	1	19	Collins, John	PF	Wake Forest	0	0	1
2017	1	20	Giles, Harry	PF/C	Duke	0	0	1
2017	1	21	Ferguson, Terrance	SG	Adelaide 36ers	0	0	1
2017	1	22	Allen, Jarrett	C	Texas	0	0	1
2017	1	23	Anunoby, OG	SF	Indiana	0	0	1
2017	1	24	Lydon, Tyler	PF	Syracuse	0	0	1
2017	1	25	Pasečņiks, Anžejs	C	Herbalife Gran Canaria	0	0	1
2017	1	26	Swanigan, Caleb	PF	Purdue	0	0	1
2017	1	27	Kuzma, Kyle	PF	Utah	0	0	1
2017	1	28	Bradley, Tony	PF/C	North Carolina	0	0	1
2017	1	29	White, Derrick	PG/SG	Colorado	0	0	1
2017	1	30	Hart, Josh	SG	Villanova	0	0	1
2017	2	31	Jackson, Frank	PG	Duke	0	0	1
2017	2	32	Reed, Davon	SG	Miami	0	0	1
2017	2	33	Iwundu, Wes	SF	Kansas State	0	0	1
2017	2	34	Mason III, Frank	PG	Kansas	0	0	1
2017	2	35	Rabb, Ivan	PF	California	0	0	1
2017	2	36	Bolden, Jonah	PF	FMP Beograd	0	0	1
2017	2	37	Ojeleye, Semi	SF/PF	SMU	0	0	1
2017	2	38	Bell, Jordan	PF	Oregon	0	0	1
2017	2	39	Evans, Jawun	PG	Oklahoma State	0	0	1
2017	2	40	Bacon, Dwayne	SG	Florida State	0	0	1
2017	2	41	Dorsey, Tyler	SG	Oregon	0	0	1
2017	2	42	Bryant, Thomas	PF	Indiana	0	0	1
2017	2	43	Hartenstein, Isaiah	PF/C	Žalgiris Kaunas	0	0	1
2017	2	44	Dotson, Damyean	SG	Houston	0	0	1
2017	2	45	Brooks, Dillon	SF	Oregon	0	0	1
2017	2	46	Brown, Sterling	SG	SMU	0	0	1
2017	2	47	Anigbogu, Ike	C	UCLA	0	0	1
2017	2	48	Thornwell, Sindarius	SG	South Carolina	0	0	1
2017	2	49	Čančar, Vlatko	SF	Mega Leks	0	0	1
2017	2	50	Lessort, Mathias	PF/C	Nanterre 92	0	0	1
2017	2	51	Morris, Monté	PG	Iowa State	0	0	1
2017	2	52	Sumner, Edmond	PG	Xavier	0	0	1
2017	2	53	Allen, Kadeem	SG	Arizona	0	0	1
2017	2	54	Peters, Alec	SF	Valparaiso	0	0	1
2017	2	55	Williams-Goss, Nigel	PG	Gonzaga	0	0	1
2017	2	56	Bird, Jabari	SG	California	0	0	1
2017	2	57	Vezenkov, Sasha	PF	FC Barcelona Lassa	0	0	1
2017	2	58	Jaramaz, Ognjen	PG	Mega Leks	0	0	1
2017	2	59	Blossomgame, Jaron	SF	Clemson	0	0	1
2017	2	60	Kaba, Alpha	PF/C	Mega Leks	0	0	1
2018	1	1	DeAndre Ayton	C	Arizona	0	0	1
2018	1	2	Jaren Jackson Jr.	PF	Michigan St.	0	0	1
2018	1	3	Michael Porter	SF	Missouri	0	0	1
2018	1	4	Marvin Bagley	PF	Duke	0	0	1
2018	1	5	Luka Doncic	SG/SF	Slovenia	0	0	1
2018	1	6	Wendell Carter	PF/C	Duke	0	0	1
2018	1	7	Trae Young	PG	Oklahoma	0	0	1
2018	1	8	Mohamed Bamba	C	Texas	0	0	1
2018	1	9	Collin Sexton	PG	Alabama	0	0	1
2018	1	10	Kevin Knox	SF/PF	Kentucky	0	0	1
2018	1	11	Mikal Bridges	SG/SF	Villanova	0	0	1
2018	1	12	Miles Bridges	SF/PF	Michigan St.	0	0	1
2018	1	13	Shai Gilgeous-Al...	PG	Kentucky	0	0	1
2018	1	14	Robert Williams	PF/C	Texas A&M	0	0	1
2018	1	15	Gary Trent Jr.	SG	Duke	0	0	1
2018	1	16	Lonnie Walker	SG	Miami	0	0	1
2018	1	17	Dzanan Musa	SF	Bosnia & Herz	0	0	1
2018	1	18	Hamidou Diallo	SG	Kentucky	0	0	1
2018	1	19	Khyri Thomas	PG/SG	Creighton	0	0	1
2018	1	20	Mitchell Robinson	C	USA	0	0	1
2018	1	21	Trevon Duval	PG	Duke	0	0	1
2018	1	22	Grayson Allen	SG	Duke	0	0	1
2018	1	23	Chimezie Metu	PF/C	USC	0	0	1
2018	1	24	Landry Shamet	PG/SG	Wichita State	0	0	1
2018	1	25	Brandon McCoy	C	UNLV	0	0	1
2018	1	26	Troy Brown	PG/SG	Oregon	0	0	1
2018	1	27	Omer Yurtseven	C	NC State	0	0	1
2018	1	28	Austin Wiley	C	Auburn	0	0	1
2018	1	29	Tony Carr	PG	Penn State	0	0	1
2018	1	30	Moritz Wagner	PF	Michigan	0	0	1
2018	2	31	Rodions Kurucs	SF	Latvia	0	0	1
2018	2	32	Bruce Brown	SG	Miami	0	0	1
2018	2	33	Kerwin Roach	PG/SG	Texas	0	0	1
2018	2	34	Isaac Bonga	SF	Germany	0	0	1
2018	2	35	Robert Franks	SF/PF	Washington State	0	0	1
2018	2	36	Chandler Hutchison	SG/SF	Boise State	0	0	1
2018	2	37	Kenrich Williams	SF	TCU	0	0	1
2018	2	38	Keita Bates-Diop	SF	Ohio State	0	0	1
2018	2	39	Alize Johnson	PF	Missouri State	0	0	1
2018	2	40	Aaron Holiday	PG	UCLA	0	0	1
2018	2	41	Sviatoslav Mykha	SG	Kansas	0	0	1
2018	2	42	Jaylen Adams	PG/SG	St. Bonaventure	0	0	1
2018	2	43	Kevin Hervey	SF	Texas Arlington	0	0	1
2018	2	44	Allonzo Trier	SG	Arizona	0	0	1
2018	2	45	Keenan Evans	PG/SG	Texas Tech	0	0	1
2018	2	46	Shake Milton	PG/SG	SMU	0	0	1
2018	2	47	Goga Bitadze	C	Rep. of Georgia	0	0	1
2018	2	48	Jalen Brunson	PG	Villanova	0	0	1
2018	2	49	Thomas Wilder	PG	Western Michigan	0	0	1
2018	2	50	Rawle Alkins	SG	Arizona	0	0	1
2018	2	51	Jalen Hudson	SG	Florida	0	0	1
2018	2	52	Devonte Graham	PG	Kansas	0	0	1
2018	2	53	Arnoldas Kulboka	SF	Lithuania	0	0	1
2018	2	54	Melvin Frazier	SG/SF	Tulane	0	0	1
2018	2	55	Joel Berry	PG	North Carolina	0	0	1
2018	2	56	Jacob Evans	SF	Cincinnati	0	0	1
2018	2	57	Jevon Carter	PG	West Virginia	0	0	1
2018	2	58	Borisa Simanic	SF/PF	Serbia	0	0	1
2018	2	59	Bonzie Colson	SF/PF	Notre Dame	0	0	1
2018	2	60	Kendall Stephens	SG/SF	Nevada	0	0	1